run,index,byte,encoded,time_us,corrected,seq_num
1,0,84,84,1748286801224859,False,2000
1,1,104,104,1748286801735715,False,2001
1,2,105,105,1748286802436475,False,2002
1,3,115,115,1748286803339121,False,2003
1,4,32,32,1748286804441806,False,2004
1,5,105,105,1748286805546760,False,2005
1,6,115,115,1748286806650962,False,2006
1,7,32,32,1748286807752986,False,2007
1,8,97,97,1748286808856657,False,2008
1,9,32,32,1748286809957727,False,2009
1,10,116,116,1748286811061165,False,2010
1,11,111,111,1748286812165923,False,2011
1,12,112,112,1748286813268712,False,2012
1,13,32,32,1748286814372586,False,2013
1,14,115,115,1748286815477199,False,2014
1,15,101,101,1748286816579875,False,2015
1,16,99,99,1748286817683018,False,2016
1,17,114,114,1748286818787757,False,2017
1,18,101,101,1748286819889861,False,2018
1,19,116,116,1748286820993888,False,2019
1,20,32,32,1748286822099160,False,2020
1,21,109,109,1748286823201215,False,2021
1,22,101,101,1748286824305018,False,2022
1,23,115,115,1748286825408275,False,2023
1,24,115,115,1748286826513657,False,2024
1,25,97,97,1748286827615114,False,2025
1,26,103,103,1748286828718190,False,2026
1,27,63,0,1748286828733767,False,2027
1,28,32,32,1748286830924969,False,2028
1,29,98,98,1748286832027804,False,2029
1,30,101,101,1748286833132153,False,2030
1,31,105,105,1748286834235839,False,2031
1,32,110,110,1748286835339745,False,2032
1,33,103,103,1748286836444137,False,2033
1,34,32,32,1748286837546578,False,2034
1,35,116,116,1748286838649808,False,2035
1,36,114,114,1748286839753819,False,2036
1,37,97,97,1748286840860366,False,2037
1,38,110,110,1748286841962656,False,2038
1,39,115,115,1748286843065125,False,2039
1,40,109,109,1748286844168353,False,2040
1,41,105,105,1748286845272695,False,2041
1,42,116,116,1748286846374754,False,2042
1,43,116,116,1748286847480185,False,2043
1,44,101,101,1748286848582035,False,2044
1,45,100,100,1748286849686333,False,2045
1,46,32,32,1748286850791244,False,2046
1,47,118,118,1748286851891731,False,2047
1,48,63,0,1748286851906190,False,2048
1,49,97,97,1748286854098798,False,2049
1,50,32,32,1748286855204149,False,2050
1,51,84,84,1748286856308288,False,2051
1,52,67,67,1748286857410803,False,2052
1,53,80,80,1748286858513136,False,2053
1,54,32,32,1748286859615756,False,2054
1,55,119,119,1748286860718960,False,2055
1,56,105,105,1748286861822097,False,2056
1,57,110,110,1748286862925373,False,2057
1,58,100,100,1748286864028084,False,2058
1,59,111,111,1748286865131549,False,2059
1,60,119,119,1748286866234484,False,2060
1,61,32,32,1748286867337137,False,2061
1,62,115,115,1748286868440560,False,2062
1,63,105,105,1748286869543409,False,2063
1,64,122,122,1748286870647270,False,2064
1,65,101,101,1748286871749391,False,2065
1,66,32,32,1748286872856412,False,2066
1,67,99,99,1748286873956235,False,2067
1,68,111,111,1748286875058697,False,2068
1,69,118,118,1748286876162507,False,2069
1,70,101,101,1748286877266838,False,2070
1,71,114,114,1748286878369202,False,2071
1,72,116,116,1748286879474196,False,2072
1,73,32,32,1748286880577741,False,2073
1,74,99,99,1748286881680442,False,2074
1,75,104,104,1748286882782644,False,2075
1,76,97,97,1748286883886789,False,2076
1,77,110,110,1748286884990144,False,2077
1,78,110,110,1748286886093153,False,2078
1,79,101,101,1748286887198554,False,2079
1,80,108,108,1748286888302144,False,2080
1,81,46,46,1748286889407728,False,2081
1,82,10,10,1748286890510923,False,2082
1,83,84,84,1748286891615131,False,2083
1,84,104,104,1748286892718257,False,2084
1,85,101,101,1748286893822726,False,2085
1,86,32,32,1748286894928347,False,2086
1,87,114,114,1748286896029255,False,2087
1,88,101,101,1748286897133319,False,2088
1,89,99,99,1748286898237279,False,2089
1,90,101,101,1748286899341673,False,2090
1,91,105,105,1748286900446221,False,2091
1,92,118,118,1748286901549146,False,2092
1,93,101,101,1748286902652256,False,2093
1,94,114,114,1748286903756876,False,2094
1,95,32,32,1748286904863685,False,2095
1,96,115,115,1748286905962818,False,2096
1,97,104,104,1748286907066911,False,2097
1,98,111,111,1748286908168603,False,2098
1,99,117,117,1748286909272050,False,2099
1,100,84,108,1748286910376872,True,2100
1,101,104,100,1748286911479904,True,2101
1,102,105,32,1748286912583132,True,2102
1,103,115,98,1748286913686095,True,2103
1,104,32,101,1748286914790636,True,2104
1,105,105,32,1748286915895630,True,2105
1,106,115,97,1748286916999172,True,2106
1,107,32,98,1748286918103700,True,2107
1,108,97,108,1748286919205754,True,2108
1,109,32,101,1748286920311675,True,2109
